activity_id,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,endpoint_value,potency_nM,efficacy_pct,fold_shift,receptor_species,evidence_tier,final_modeling_role,extended_category,strict_view_membership,species_caveat,notes
ACT_18137902,CM00117,PARENT0325,PMID_28442253,ASSY_CHEMBL4030176,PAM_functional_calcium,calcium,EC50,=,100.0,100.0,,,Homo sapiens,CORE,divergent_duplicate_excluded_exact,divergent_duplicate_excluded_exact: unresolved EC50/pEC50 conflict; PAM direction retained; exact value excluded from regression,binary_positive;threshold_positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7 (generic negative-log potency)
ACT_18137903,CM00117,PARENT0325,PMID_28442253,ASSY_CHEMBL4030176,PAM_functional_calcium,calcium,EC50,=,159.0,159.0,,,Homo sapiens,CORE,divergent_duplicate_excluded_exact,divergent_duplicate_excluded_exact: unresolved EC50/pEC50 conflict; PAM direction retained; exact value excluded from regression,binary_positive;threshold_positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_18137920,CM00469,PARENT0315,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,31.0,,31.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137921,CM00541,PARENT0316,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,84.0,,84.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137922,CM00791,PARENT0317,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,82.0,,82.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137923,CM00188,PARENT0318,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,30.0,,30.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137924,CM00456,PARENT0319,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,41.0,,41.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137925,CM00250,PARENT0320,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,49.0,,49.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137926,CM00242,PARENT0321,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,75.0,,75.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137927,CM00848,PARENT0322,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,63.0,,63.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137928,CM00467,PARENT0323,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,83.0,,83.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137929,CM00391,PARENT0324,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,96.0,,96.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137930,CM00117,PARENT0325,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,63.0,,63.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137931,CM00165,PARENT0326,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,91.0,,91.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137932,CM00671,PARENT0327,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,65.0,,65.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137933,CM00415,PARENT0328,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,92.0,,92.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137934,CM00689,PARENT0329,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,86.0,,86.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137935,CM00227,PARENT0330,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,79.0,,79.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137936,CM00454,PARENT0331,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,78.0,,78.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137937,CM00154,PARENT0332,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,68.0,,68.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18137938,CM00055,PARENT0333,PMID_28442253,ASSY_CHEMBL4030177,PAM_functional_calcium,calcium,%max,=,74.0,,74.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160857,CM00471,PARENT0351,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,29.0,29.0,,,Homo sapiens,CORE,divergent_duplicate_excluded_exact,divergent_duplicate_excluded_exact: unresolved EC50/pEC50 conflict; PAM direction retained; exact value excluded from regression,binary_positive;threshold_positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency)
ACT_18160858,CM00471,PARENT0351,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,18.2,18.2,,,Homo sapiens,CORE,divergent_duplicate_excluded_exact,divergent_duplicate_excluded_exact: unresolved EC50/pEC50 conflict; PAM direction retained; exact value excluded from regression,binary_positive;threshold_positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.74 (generic negative-log potency)
ACT_18160930,CM00376,PARENT0368,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,88.0,,88.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160931,CM00656,PARENT0334,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,84.0,,84.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160934,CM00152,PARENT0335,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,94.0,,94.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160935,CM00451,PARENT0336,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,75.0,,75.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160936,CM00064,PARENT0337,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,86.0,,86.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160937,CM00138,PARENT0338,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,81.0,,81.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160938,CM00835,PARENT0339,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,77.0,,77.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160939,CM00601,PARENT0340,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,77.0,,77.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160940,CM00374,PARENT0341,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,82.0,,82.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160941,CM00590,PARENT0342,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,85.0,,85.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160942,CM00353,PARENT0343,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,84.0,,84.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160943,CM00681,PARENT0344,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,86.0,,86.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160944,CM00696,PARENT0345,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,86.0,,86.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160945,CM00012,PARENT0346,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,87.0,,87.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160946,CM00478,PARENT0347,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,90.0,,90.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160947,CM00651,PARENT0348,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,88.0,,88.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160948,CM00054,PARENT0350,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,75.0,,75.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160949,CM00471,PARENT0351,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,82.0,,82.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160950,CM00342,PARENT0352,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,83.0,,83.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160951,CM00463,PARENT0353,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,89.0,,89.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160952,CM00402,PARENT0354,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,80.0,,80.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160953,CM00097,PARENT0355,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,96.0,,96.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160954,CM00214,PARENT0356,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,81.0,,81.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160955,CM00076,PARENT0357,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,81.0,,81.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160956,CM00168,PARENT0358,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,89.0,,89.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160957,CM00039,PARENT0359,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,87.0,,87.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160958,CM00090,PARENT0360,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,85.0,,85.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160959,CM00162,PARENT0361,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,91.0,,91.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160960,CM00333,PARENT0362,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,85.0,,85.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160961,CM00223,PARENT0367,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,70.0,,70.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160962,CM00543,PARENT0363,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,89.0,,89.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160963,CM00284,PARENT0364,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,85.0,,85.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160964,CM00248,PARENT0365,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,96.0,,96.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18160965,CM00295,PARENT0366,PMID_28522253,ASSY_CHEMBL4035869,PAM_functional_calcium,calcium,%max,=,81.0,,81.0,,Homo sapiens,EXTENDED,auxiliary,auxiliary,,,cat=PAM_functional_calcium; standard_type=%max; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216461,CM00118,PARENT0369,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,82.0,,82.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216462,CM00650,PARENT0370,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,93.0,,93.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216463,CM00787,PARENT0371,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,92.0,,92.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216464,CM00762,PARENT0372,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,67.0,,67.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216465,CM00327,PARENT0373,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,72.0,,72.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216466,CM00203,PARENT0374,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,62.0,,62.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216467,CM00815,PARENT0375,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,53.0,,53.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216468,CM00178,PARENT0376,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,79.0,,79.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216469,CM00520,PARENT0377,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,49.0,,49.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216470,CM00275,PARENT0378,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,80.0,,80.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216471,CM00187,PARENT0379,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,83.0,,83.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216472,CM00004,PARENT0380,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,80.0,,80.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216473,CM00827,PARENT0381,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,81.0,,81.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216474,CM00389,PARENT0382,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,76.0,,76.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216475,CM00730,PARENT0383,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,81.0,,81.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216476,CM00050,PARENT0384,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,78.0,,78.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216477,CM00257,PARENT0385,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,88.0,,88.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216478,CM00063,PARENT0386,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,68.0,,68.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216479,CM00592,PARENT0387,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,44.0,,44.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216480,CM00434,PARENT0388,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,59.0,,59.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216481,CM00558,PARENT0389,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,81.0,,81.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216482,CM00403,PARENT0390,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,73.0,,73.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216483,CM00450,PARENT0391,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,52.0,,52.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216484,CM00338,PARENT0392,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,63.0,,63.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216485,CM00355,PARENT0393,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,65.0,,65.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216486,CM00356,PARENT0394,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,60.0,,60.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216487,CM00593,PARENT0395,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,48.0,,48.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
ACT_18216488,CM00674,PARENT0396,PMID_28866269,ASSY_CHEMBL4046912,PAM_functional_calcium,calcium,Emax,=,68.0,,68.0,,Homo sapiens,EXTENDED,efficacy_only,efficacy_only,,,cat=PAM_functional_calcium; standard_type=Emax; source_kind=primary_article; legacy potency_nM treated as generic endpoint value (not potency)
