activity_id,class_label,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation_recorded,endpoint_relation_human_resolved,potency_nM,potency_bound_interpretation,receptor_species,threshold_convention_note,decision_provenance,notes
ACTL00004,threshold_positive,CM00034,PARENT0869,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1200.0,exact EC50 = 1200.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00004,Literature narrative extraction (see compound notes)
ACTL00005,threshold_positive,CM00414,PARENT0232,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,=,1900.0,exact EC50 = 1900.0 nM < 10000 nM (within 10 uM),human_M4,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00005,Literature narrative extraction (see compound notes)
ACT_10958292,threshold_positive,CM00675,PARENT0103,PMID_22738637,ASSY_CHEMBL2060895,PAM_functional_calcium,calcium,EC50,=,=,1819.7,exact EC50 = 1819.7 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.74 (generic negative-log potency)
ACT_18137917,threshold_positive,CM00154,PARENT0332,PMID_28442253,ASSY_CHEMBL4030176,PAM_functional_calcium,calcium,EC50,=,=,994.0,exact EC50 = 994.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6 (generic negative-log potency)
ACT_18137918,threshold_positive,CM00055,PARENT0333,PMID_28442253,ASSY_CHEMBL4030176,PAM_functional_calcium,calcium,EC50,=,=,91.2,exact EC50 = 91.2 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_18137919,threshold_positive,CM00055,PARENT0333,PMID_28442253,ASSY_CHEMBL4030176,PAM_functional_calcium,calcium,EC50,=,=,91.0,exact EC50 = 91.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_18160824,threshold_positive,CM00656,PARENT0334,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,28.84,exact EC50 = 28.84 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency)
ACT_18160825,threshold_positive,CM00152,PARENT0335,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,37.0,exact EC50 = 37.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.43 (generic negative-log potency)
ACT_18160826,threshold_positive,CM00152,PARENT0335,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,32.36,exact EC50 = 32.36 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.49 (generic negative-log potency)
ACT_18160827,threshold_positive,CM00451,PARENT0336,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,325.0,exact EC50 = 325.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.49 (generic negative-log potency)
ACT_18160828,threshold_positive,CM00451,PARENT0336,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,234.42,exact EC50 = 234.42 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.63 (generic negative-log potency)
ACT_18160829,threshold_positive,CM00064,PARENT0337,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,934.0,exact EC50 = 934.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.03 (generic negative-log potency)
ACT_18160830,threshold_positive,CM00064,PARENT0337,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,933.25,exact EC50 = 933.25 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.03 (generic negative-log potency)
ACT_18160831,threshold_positive,CM00138,PARENT0338,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,1289.0,exact EC50 = 1289.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.89 (generic negative-log potency)
ACT_18160832,threshold_positive,CM00138,PARENT0338,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,1258.93,exact EC50 = 1258.93 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.9 (generic negative-log potency)
ACT_18160833,threshold_positive,CM00835,PARENT0339,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,141.0,exact EC50 = 141.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_18160834,threshold_positive,CM00835,PARENT0339,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,131.83,exact EC50 = 131.83 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.88 (generic negative-log potency)
ACT_18160835,threshold_positive,CM00601,PARENT0340,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,282.0,exact EC50 = 282.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.55 (generic negative-log potency)
ACT_18160836,threshold_positive,CM00601,PARENT0340,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,281.84,exact EC50 = 281.84 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.55 (generic negative-log potency)
ACT_18160837,threshold_positive,CM00374,PARENT0341,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,28.0,exact EC50 = 28.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.55 (generic negative-log potency)
ACT_18160838,threshold_positive,CM00374,PARENT0341,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,27.54,exact EC50 = 27.54 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.56 (generic negative-log potency)
ACT_18160839,threshold_positive,CM00590,PARENT0342,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,25.0,exact EC50 = 25.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_18160840,threshold_positive,CM00590,PARENT0342,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,24.55,exact EC50 = 24.55 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.61 (generic negative-log potency)
ACT_18160841,threshold_positive,CM00353,PARENT0343,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,11.0,exact EC50 = 11.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.96 (generic negative-log potency)
ACT_18160842,threshold_positive,CM00353,PARENT0343,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,10.72,exact EC50 = 10.72 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.97 (generic negative-log potency)
ACT_18160843,threshold_positive,CM00681,PARENT0344,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,8.0,exact EC50 = 8.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.1 (generic negative-log potency)
ACT_18160844,threshold_positive,CM00681,PARENT0344,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,8.128,exact EC50 = 8.128 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.09 (generic negative-log potency)
ACT_18160845,threshold_positive,CM00696,PARENT0345,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,51.0,exact EC50 = 51.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.29 (generic negative-log potency)
ACT_18160846,threshold_positive,CM00696,PARENT0345,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,50.12,exact EC50 = 50.12 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.3 (generic negative-log potency)
ACT_18160847,threshold_positive,CM00012,PARENT0346,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,185.0,exact EC50 = 185.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.73 (generic negative-log potency)
ACT_18160848,threshold_positive,CM00012,PARENT0346,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,158.49,exact EC50 = 158.49 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_18160849,threshold_positive,CM00478,PARENT0347,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,16.0,exact EC50 = 16.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.8 (generic negative-log potency)
ACT_18160850,threshold_positive,CM00478,PARENT0347,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,15.49,exact EC50 = 15.49 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.81 (generic negative-log potency)
ACT_18160851,threshold_positive,CM00651,PARENT0348,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,17.0,exact EC50 = 17.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency)
ACT_18160852,threshold_positive,CM00651,PARENT0348,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,16.98,exact EC50 = 16.98 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency)
ACT_18160855,threshold_positive,CM00054,PARENT0350,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,76.0,exact EC50 = 76.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency)
ACT_18160856,threshold_positive,CM00054,PARENT0350,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,75.86,exact EC50 = 75.86 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency)
ACT_18160857,threshold_positive,CM00471,PARENT0351,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,29.0,PAM direction confirmed; exact EC50 unresolved (divergent duplicate); both reported conflicting values < 10000 nM -> threshold-positive (robust under either value),Homo sapiens,threshold_positive = supported human-M4 PAM with EC50 < 10000 nM; this row is a divergent-duplicate representation retained for PAM direction (exact value excluded from regression),fc1_divergent_duplicate_reconciliation.csv:MG00260,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency)
ACT_18160858,threshold_positive,CM00471,PARENT0351,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,18.2,PAM direction confirmed; exact EC50 unresolved (divergent duplicate); both reported conflicting values < 10000 nM -> threshold-positive (robust under either value),Homo sapiens,threshold_positive = supported human-M4 PAM with EC50 < 10000 nM; this row is a divergent-duplicate representation retained for PAM direction (exact value excluded from regression),fc1_divergent_duplicate_reconciliation.csv:MG00260,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.74 (generic negative-log potency)
ACT_18160859,threshold_positive,CM00342,PARENT0352,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,38.0,exact EC50 = 38.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.42 (generic negative-log potency)
ACT_18160860,threshold_positive,CM00342,PARENT0352,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,33.11,exact EC50 = 33.11 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.48 (generic negative-log potency)
ACT_18160861,threshold_positive,CM00463,PARENT0353,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,41.0,exact EC50 = 41.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.39 (generic negative-log potency)
ACT_18160862,threshold_positive,CM00463,PARENT0353,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,38.9,exact EC50 = 38.9 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.41 (generic negative-log potency)
ACT_18160863,threshold_positive,CM00402,PARENT0354,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,78.0,exact EC50 = 78.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.11 (generic negative-log potency)
ACT_18160864,threshold_positive,CM00402,PARENT0354,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,74.13,exact EC50 = 74.13 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.13 (generic negative-log potency)
ACT_18160865,threshold_positive,CM00097,PARENT0355,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,34.0,exact EC50 = 34.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.47 (generic negative-log potency)
ACT_18160866,threshold_positive,CM00097,PARENT0355,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,33.11,exact EC50 = 33.11 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.48 (generic negative-log potency)
ACT_18160867,threshold_positive,CM00214,PARENT0356,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,124.0,exact EC50 = 124.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.91 (generic negative-log potency)
ACT_18160868,threshold_positive,CM00214,PARENT0356,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,102.33,exact EC50 = 102.33 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_18160869,threshold_positive,CM00076,PARENT0357,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,106.0,exact EC50 = 106.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_18160870,threshold_positive,CM00076,PARENT0357,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,91.2,exact EC50 = 91.2 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_18160871,threshold_positive,CM00168,PARENT0358,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,419.0,exact EC50 = 419.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.38 (generic negative-log potency)
ACT_18160872,threshold_positive,CM00168,PARENT0358,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,354.81,exact EC50 = 354.81 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_18160873,threshold_positive,CM00039,PARENT0359,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,439.0,exact EC50 = 439.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.36 (generic negative-log potency)
ACT_18160874,threshold_positive,CM00039,PARENT0359,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,436.52,exact EC50 = 436.52 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.36 (generic negative-log potency)
ACT_18160875,threshold_positive,CM00090,PARENT0360,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,179.0,exact EC50 = 179.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.75 (generic negative-log potency)
ACT_18160876,threshold_positive,CM00090,PARENT0360,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,177.83,exact EC50 = 177.83 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.75 (generic negative-log potency)
ACT_18160877,threshold_positive,CM00162,PARENT0361,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,564.0,exact EC50 = 564.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_18160878,threshold_positive,CM00162,PARENT0361,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,562.34,exact EC50 = 562.34 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_18160879,threshold_positive,CM00333,PARENT0362,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,=,773.0,exact EC50 = 773.0 nM < 10000 nM (within 10 uM),Homo sapiens,positive = supported exact human-M4 PAM EC50 < 10000 nM; exact EC50 == 10000 would be treated as boundary threshold-negative (none present),,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.11 (generic negative-log potency)
