activity_id,class_label,canonical_molecule_id,parent_id,source_id,assay_id,readout,assay_family,endpoint_type,endpoint_relation,potency_nM,receptor_species,positive_evidence_type,negative_evidence_type,negative_evidence_tier,negative_evidence_provenance_group,molecule_has_positive,molecule_has_negative,molecule_label_conflict,molecule_strict_label,decision_provenance,notes
ACTL00004,positive,CM00034,PARENT0869,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,1200.0,human_M4,RU003_human_confirmed_GIRK_thallium,,,,yes,no,no,positive,human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00004,Literature narrative extraction (see compound notes)
ACTL00005,positive,CM00414,PARENT0232,PMID_18772318,,PAM potentiation (literature narrative),GIRK/thallium,EC50,=,1900.0,human_M4,RU003_human_confirmed_GIRK_thallium,,,,yes,no,no,positive,human_decisions.jsonl:RU003;human_row_decisions.jsonl:ACTL00005,Literature narrative extraction (see compound notes)
ACT_18160826,positive,CM00152,PARENT0335,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,32.36,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.49 (generic negative-log potency)
ACT_18160827,positive,CM00451,PARENT0336,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,325.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.49 (generic negative-log potency)
ACT_18160828,positive,CM00451,PARENT0336,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,234.42,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.63 (generic negative-log potency)
ACT_18160829,positive,CM00064,PARENT0337,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,934.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.03 (generic negative-log potency)
ACT_18160830,positive,CM00064,PARENT0337,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,933.25,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.03 (generic negative-log potency)
ACT_18160831,positive,CM00138,PARENT0338,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,1289.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.89 (generic negative-log potency)
ACT_18160832,positive,CM00138,PARENT0338,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,1258.93,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.9 (generic negative-log potency)
ACT_18160833,positive,CM00835,PARENT0339,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,141.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency)
ACT_18160834,positive,CM00835,PARENT0339,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,131.83,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.88 (generic negative-log potency)
ACT_18160835,positive,CM00601,PARENT0340,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,282.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.55 (generic negative-log potency)
ACT_18160836,positive,CM00601,PARENT0340,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,281.84,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.55 (generic negative-log potency)
ACT_18160837,positive,CM00374,PARENT0341,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,28.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.55 (generic negative-log potency)
ACT_18160838,positive,CM00374,PARENT0341,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,27.54,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.56 (generic negative-log potency)
ACT_18160839,positive,CM00590,PARENT0342,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,25.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency)
ACT_18160840,positive,CM00590,PARENT0342,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,24.55,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.61 (generic negative-log potency)
ACT_18160841,positive,CM00353,PARENT0343,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,11.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.96 (generic negative-log potency)
ACT_18160842,positive,CM00353,PARENT0343,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,10.72,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.97 (generic negative-log potency)
ACT_18160843,positive,CM00681,PARENT0344,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,8.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.1 (generic negative-log potency)
ACT_18160844,positive,CM00681,PARENT0344,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,8.128,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.09 (generic negative-log potency)
ACT_18160845,positive,CM00696,PARENT0345,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,51.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.29 (generic negative-log potency)
ACT_18160846,positive,CM00696,PARENT0345,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,50.12,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.3 (generic negative-log potency)
ACT_18160847,positive,CM00012,PARENT0346,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,185.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.73 (generic negative-log potency)
ACT_18160848,positive,CM00012,PARENT0346,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,158.49,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency)
ACT_18160849,positive,CM00478,PARENT0347,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,16.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.8 (generic negative-log potency)
ACT_18160850,positive,CM00478,PARENT0347,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,15.49,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.81 (generic negative-log potency)
ACT_18160851,positive,CM00651,PARENT0348,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,17.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency)
ACT_18160852,positive,CM00651,PARENT0348,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,16.98,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency)
ACT_18160855,positive,CM00054,PARENT0350,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,76.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency)
ACT_18160856,positive,CM00054,PARENT0350,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,75.86,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency)
ACT_18160857,positive,CM00471,PARENT0351,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,29.0,Homo sapiens,human_M4_PAM_direction_confirmed_exact_value_unresolved,,,,yes,no,no,positive,fc1_divergent_duplicate_reconciliation.csv:MG00260,"cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency) | PAM direction primary-source confirmed; exact EC50 excluded from regression (divergent duplicate, unresolved); retained as strict positive"
ACT_18160858,positive,CM00471,PARENT0351,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,18.2,Homo sapiens,human_M4_PAM_direction_confirmed_exact_value_unresolved,,,,yes,no,no,positive,fc1_divergent_duplicate_reconciliation.csv:MG00260,"cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.74 (generic negative-log potency) | PAM direction primary-source confirmed; exact EC50 excluded from regression (divergent duplicate, unresolved); retained as strict positive"
ACT_18160859,positive,CM00342,PARENT0352,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,38.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.42 (generic negative-log potency)
ACT_18160860,positive,CM00342,PARENT0352,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,33.11,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.48 (generic negative-log potency)
ACT_18160861,positive,CM00463,PARENT0353,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,41.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.39 (generic negative-log potency)
ACT_18160862,positive,CM00463,PARENT0353,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,38.9,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.41 (generic negative-log potency)
ACT_18160863,positive,CM00402,PARENT0354,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,78.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.11 (generic negative-log potency)
ACT_18160864,positive,CM00402,PARENT0354,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,74.13,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.13 (generic negative-log potency)
ACT_18160865,positive,CM00097,PARENT0355,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,34.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.47 (generic negative-log potency)
ACT_18160866,positive,CM00097,PARENT0355,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,33.11,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.48 (generic negative-log potency)
ACT_18160867,positive,CM00214,PARENT0356,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,124.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.91 (generic negative-log potency)
ACT_18160868,positive,CM00214,PARENT0356,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,102.33,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.99 (generic negative-log potency)
ACT_18160869,positive,CM00076,PARENT0357,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,106.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.97 (generic negative-log potency)
ACT_18160870,positive,CM00076,PARENT0357,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,91.2,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.04 (generic negative-log potency)
ACT_18160871,positive,CM00168,PARENT0358,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,419.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.38 (generic negative-log potency)
ACT_18160872,positive,CM00168,PARENT0358,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,354.81,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.45 (generic negative-log potency)
ACT_18160873,positive,CM00039,PARENT0359,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,439.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.36 (generic negative-log potency)
ACT_18160874,positive,CM00039,PARENT0359,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,436.52,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.36 (generic negative-log potency)
ACT_18160875,positive,CM00090,PARENT0360,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,179.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.75 (generic negative-log potency)
ACT_18160876,positive,CM00090,PARENT0360,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,177.83,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.75 (generic negative-log potency)
ACT_18160877,positive,CM00162,PARENT0361,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,564.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_18160878,positive,CM00162,PARENT0361,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,562.34,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.25 (generic negative-log potency)
ACT_18160879,positive,CM00333,PARENT0362,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,773.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.11 (generic negative-log potency)
ACT_18160918,positive,CM00543,PARENT0363,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,217.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_18160919,positive,CM00543,PARENT0363,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,218.78,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.66 (generic negative-log potency)
ACT_18160920,positive,CM00284,PARENT0364,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,67.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.17 (generic negative-log potency)
ACT_18160921,positive,CM00284,PARENT0364,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,58.88,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.23 (generic negative-log potency)
ACT_18160922,positive,CM00248,PARENT0365,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,23.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.64 (generic negative-log potency)
ACT_18160923,positive,CM00248,PARENT0365,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,22.39,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.65 (generic negative-log potency)
ACT_18160924,positive,CM00295,PARENT0366,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,30.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.52 (generic negative-log potency)
ACT_18160925,positive,CM00295,PARENT0366,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,23.99,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.62 (generic negative-log potency)
ACT_18160926,positive,CM00333,PARENT0362,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,602.56,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.22 (generic negative-log potency)
ACT_18160927,positive,CM00223,PARENT0367,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,268.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.57 (generic negative-log potency)
ACT_18160928,positive,CM00223,PARENT0367,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,263.03,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.58 (generic negative-log potency)
ACT_18160966,positive,CM00376,PARENT0368,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,19.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.72 (generic negative-log potency)
ACT_18160967,positive,CM00376,PARENT0368,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,18.62,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.73 (generic negative-log potency)
ACT_18160968,positive,CM00656,PARENT0334,PMID_28522253,ASSY_CHEMBL4035868,PAM_functional_calcium,calcium,EC50,=,30.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.52 (generic negative-log potency)
ACT_18216492,positive,CM00118,PARENT0369,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,2065.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.68 (generic negative-log potency)
ACT_18216493,positive,CM00650,PARENT0370,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,223.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.65 (generic negative-log potency)
ACT_18216494,positive,CM00787,PARENT0371,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,571.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_18216495,positive,CM00762,PARENT0372,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,3018.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.52 (generic negative-log potency)
ACT_18216496,positive,CM00327,PARENT0373,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,905.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.04 (generic negative-log potency)
ACT_18216497,positive,CM00203,PARENT0374,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,2207.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.66 (generic negative-log potency)
ACT_18216499,positive,CM00815,PARENT0375,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,5640.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.25 (generic negative-log potency)
ACT_18216500,positive,CM00178,PARENT0376,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,197.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.71 (generic negative-log potency)
ACT_18216502,positive,CM00275,PARENT0378,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,577.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.24 (generic negative-log potency)
ACT_18216503,positive,CM00187,PARENT0379,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,512.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.29 (generic negative-log potency)
ACT_18216504,positive,CM00004,PARENT0380,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,1298.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.89 (generic negative-log potency)
ACT_18216505,positive,CM00827,PARENT0381,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,3256.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.49 (generic negative-log potency)
ACT_18216506,positive,CM00389,PARENT0382,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,648.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
ACT_18216507,positive,CM00730,PARENT0383,PMID_28866269,ASSY_CHEMBL4046910,PAM_functional_calcium,calcium,EC50,=,652.0,Homo sapiens,exact_human_M4_PAM_EC50,,,,yes,no,no,positive,,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.19 (generic negative-log potency)
