activity_id,parent_id,source_id,series_id,assay_id,receptor_species,assay_type,readout,cell_system,orthosteric_agonist,agonist_conc_or_ecxx,endpoint_type,legacy_potency_type,endpoint_relation,legacy_pharmacological_class,quantitative_validity,v21_modeling_role,v21_exclusion_reason,potency_nM,pPotency,endpoint_value,endpoint_unit,efficacy_pct,fold_shift,modulation_direction,intrinsic_activity,evidence_tier,source_location,activity_comment,notes,raw_text_value,raw_standard_text_value,raw_activity_comment,qualitative_result,qualitative_result_source,qualitative_result_confidence,evidence_supported_role,evidence_supported_role_basis,v21_human_review_status,v21_human_review_unit_id,v21_human_review_decision,v21_human_review_decision_detail,compound_id,chembl_molecule_id,canonical_molecule_id,canonical_inchikey,assay_family,assay_context,final_target_valid,final_species_valid,final_identity_valid,final_direction,final_quantitative_type,final_modeling_role,final_exclusion_reason,potency_regression_eligible,pam_binary_eligible,threshold_10uM_eligible,unit_human_decision,row_human_decision,identity_decision,decision_provenance,fc2_divergent_group_id,fc2_divergent_classification,fc2_divergent_disposition
ACT_18160831,PARENT0338,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,1289.0,5.8897,1289.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160831 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.89 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4102480,CHEMBL4102480,CM00138,DVDUTIZYCRFDOY-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160832,PARENT0338,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,weak_PAM,exact,potency,,1258.93,5.9,1258.93,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160832 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=5.9 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4102480,CHEMBL4102480,CM00138,DVDUTIZYCRFDOY-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160833,PARENT0339,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,141.0,6.8508,141.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160833 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.85 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4076732,CHEMBL4076732,CM00835,YRTYGTTZOUOOHJ-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160834,PARENT0339,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,131.83,6.88,131.83,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160834 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.88 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4076732,CHEMBL4076732,CM00835,YRTYGTTZOUOOHJ-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160835,PARENT0340,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,282.0,6.5498,282.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160835 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.55 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4098874,CHEMBL4098874,CM00601,RMISKFXNBOKPMH-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160836,PARENT0340,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,281.84,6.55,281.84,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160836 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.55 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4098874,CHEMBL4098874,CM00601,RMISKFXNBOKPMH-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160837,PARENT0341,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,28.0,7.5528,28.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160837 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.55 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4080834,CHEMBL4080834,CM00374,KWNMSJMYEUNEDC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160838,PARENT0341,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,27.54,7.56,27.54,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160838 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.56 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4080834,CHEMBL4080834,CM00374,KWNMSJMYEUNEDC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160839,PARENT0342,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,25.0,7.6021,25.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160839 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.6 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4060475,CHEMBL4060475,CM00590,RHWRDZLHGWHSHG-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160840,PARENT0342,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,24.55,7.6099,24.55,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160840 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.61 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4060475,CHEMBL4060475,CM00590,RHWRDZLHGWHSHG-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160841,PARENT0343,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,11.0,7.9586,11.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160841 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.96 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4088704,CHEMBL4088704,CM00353,KFJVXRWCCDDQSA-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160842,PARENT0343,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,10.72,7.9698,10.72,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160842 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.97 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4088704,CHEMBL4088704,CM00353,KFJVXRWCCDDQSA-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160843,PARENT0344,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,8.0,8.0969,8.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160843 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.1 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4066508,CHEMBL4066508,CM00681,UOFOOYDDUPYZTI-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160844,PARENT0344,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,8.128,8.09,8.128,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160844 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=8.09 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4066508,CHEMBL4066508,CM00681,UOFOOYDDUPYZTI-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160845,PARENT0345,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,51.0,7.2924,51.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160845 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.29 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4092128,CHEMBL4092128,CM00696,UVWNHFOPMTVKHC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160846,PARENT0345,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,50.12,7.3,50.12,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160846 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.3 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4092128,CHEMBL4092128,CM00696,UVWNHFOPMTVKHC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160847,PARENT0346,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,185.0,6.7328,185.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160847 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.73 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4079904,CHEMBL4079904,CM00012,AGGGVLMJJFGVBC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160848,PARENT0346,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,158.49,6.8,158.49,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160848 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=6.8 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4079904,CHEMBL4079904,CM00012,AGGGVLMJJFGVBC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160849,PARENT0347,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,16.0,7.7959,16.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160849 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.8 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4104144,CHEMBL4104144,CM00478,NTSGKVHAEUVGFX-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160850,PARENT0347,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,15.49,7.8099,15.49,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160850 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.81 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4104144,CHEMBL4104144,CM00478,NTSGKVHAEUVGFX-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160851,PARENT0348,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,17.0,7.7696,17.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160851 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4083327,CHEMBL4083327,CM00651,SYISLWZKVAOHOU-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160852,PARENT0348,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,16.98,7.7701,16.98,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160852 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.77 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4083327,CHEMBL4083327,CM00651,SYISLWZKVAOHOU-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160853,PARENT0349,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,pEC50,pEC50,,pure_PAM,missing,not_quantitative,missing_quantitative_value,,,,,,,PAM,unknown,CORE,"ChEMBL activity 18160853 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=pEC50; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling,Not Active,Not active,,inactive,raw_chembl_text,high,explicit_inactive_no_potentiation,raw_chembl_not_active,database_semantic_high_confidence_inactive,RU013,,,CMP_CHEMBL_CHEMBL4060672,CHEMBL4060672,CM00505,OMIPKKUSOYNUAP-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,not_quantitative,explicit_inactive,strong negative (purity audit),no,yes,no,,,,negative_set_purity_audit.csv:ACT_18160853,,,
ACT_18160854,PARENT0349,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,,pure_PAM,missing,not_quantitative,missing_quantitative_value,,,,,,,PAM,unknown,CORE,"ChEMBL activity 18160854 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; no numeric endpoint value; excluded from quantitative modeling,Not Active,Not active,,inactive,raw_chembl_text,high,explicit_inactive_no_potentiation,raw_chembl_not_active,database_semantic_high_confidence_inactive,RU013,,,CMP_CHEMBL_CHEMBL4060672,CHEMBL4060672,CM00505,OMIPKKUSOYNUAP-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,not_quantitative,explicit_inactive,strong negative (purity audit),no,yes,no,,,,negative_set_purity_audit.csv:ACT_18160854,,,
ACT_18160855,PARENT0350,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,76.0,7.1192,76.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160855 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4083081,CHEMBL4083081,CM00054,BPAKJFLUBIRQKF-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160856,PARENT0350,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,75.86,7.12,75.86,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160856 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.12 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4083081,CHEMBL4083081,CM00054,BPAKJFLUBIRQKF-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160857,PARENT0351,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,29.0,7.5376,29.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160857 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.54 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4101054,CHEMBL4101054,CM00471,NOUNEXHFFXFPGZ-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,divergent_duplicate_excluded_exact,C_unresolved_conflicting_duplicate: primary-source EC50/pEC50 conflict is unresolved; excluded from exact regression; both source rows preserved in extended/excluded provenance; PAM direction evidence retained (no averaging).,no,yes,yes,,,,fc1_divergent_duplicate_reconciliation.csv:MG00260,MG00260,C_unresolved_conflicting_duplicate,exclude_group_from_exact_regression
ACT_18160858,PARENT0351,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,18.2,7.7399,18.2,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160858 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.74 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4101054,CHEMBL4101054,CM00471,NOUNEXHFFXFPGZ-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,divergent_duplicate_excluded_exact,C_unresolved_conflicting_duplicate: primary-source EC50/pEC50 conflict is unresolved; excluded from exact regression; both source rows preserved in extended/excluded provenance; PAM direction evidence retained (no averaging).,no,yes,yes,,,,fc1_divergent_duplicate_reconciliation.csv:MG00260,MG00260,C_unresolved_conflicting_duplicate,exclude_group_from_exact_regression
ACT_18160859,PARENT0352,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,38.0,7.4202,38.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160859 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.42 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4077183,CHEMBL4077183,CM00342,JXLAZXAPSSFGFD-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160860,PARENT0352,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,33.11,7.48,33.11,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160860 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.48 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4077183,CHEMBL4077183,CM00342,JXLAZXAPSSFGFD-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160861,PARENT0353,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,41.0,7.3872,41.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160861 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.39 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4070423,CHEMBL4070423,CM00463,NHTPBIHSYIQCFC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160862,PARENT0353,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,38.9,7.4101,38.9,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160862 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.41 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4070423,CHEMBL4070423,CM00463,NHTPBIHSYIQCFC-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160863,PARENT0354,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,78.0,7.1079,78.0,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160863 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.11 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4098593,CHEMBL4098593,CM00402,LXRWVCPCLFWUGH-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
ACT_18160864,PARENT0354,PMID_28522253,,ASSY_CHEMBL4035868,Homo sapiens,functional,PAM_functional_calcium,,acetylcholine,,EC50,EC50,=,pure_PAM,exact,potency,,74.13,7.13,74.13,nM,,,PAM,unknown,CORE,"ChEMBL activity 18160864 (assay CHEMBL4035868, doc CHEMBL4033702)",,cat=PAM_functional_calcium; standard_type=EC50; source_kind=primary_article; legacy pEC50=7.13 (generic negative-log potency),,,,,,,exact_PAM_potency,v2_audit_exact_pam_potency,,,,,CMP_CHEMBL_CHEMBL4098593,CHEMBL4098593,CM00402,LXRWVCPCLFWUGH-UHFFFAOYSA-N,calcium,PAM_functional_calcium||acetylcholine|,yes,yes,yes,PAM,exact,exact_potency,,yes,yes,yes,,,,,,,
